Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2023-06-05 09:09:56,FALSE,Santa Barbara - RRe14 (Recovery,4.06,499,00:40:11,142,158,2.6,167,180,9:54,8:10,259,243,0.97,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:11.2,6,80.6,00:40:02,00:41:37,16,253
Running,2023-06-04 09:20:37,FALSE,Carpinteria - RHM3 (Half-Marat,12.00,"1,353",01:47:28,154,184,3.9,174,200,8:58,6:15,180,282,1.02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:02.3,18,82.4,01:47:19,03:11:03,-52,126
Running,2023-06-03 18:45:01,FALSE,Santa Barbara - RF29 (Foundation,6.23,745,01:00:01,145,166,2.9,169,198,9:38,7:44,840,791,0.99,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:01.4,8,80.6,00:59:57,01:00:38,162,632
Running,2023-06-02 20:18:32,FALSE,Santa Barbara - RRe11 (Recovery,1.07,136,00:11:00,138,152,1.7,164,175,10:18,8:46,118,20,0.95,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:37.7,2,71.6,00:10:56,00:12:43,45,152
Running,2023-06-02 18:54:51,FALSE,Santa Barbara - LIR6 (Lactate In,8.07,778,01:08:33,147,183,3.3,172,208,8:29,5:34,108,197,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:02.8,69,80.6,01:08:04,01:17:30,-30,164
Running,2023-06-01 18:25:33,FALSE,Santa Barbara - RF30 (Foundation,7.44,859,01:06:41,151,166,3.2,167,184,8:58,7:21,272,289,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:41.4,9,80.6,01:06:29,01:09:00,-23,166
Running,2023-05-31 19:02:28,FALSE,Santa Barbara - RF29 (Foundation,6.68,735,01:00:03,145,163,2.7,168,188,8:59,7:02,413,394,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:02.5,9,82.4,00:59:44,01:03:51,54,288
Running,2023-05-30 18:10:41,FALSE,Santa Barbara - RRe11 (Recovery,0.51,66,00:04:57.7,145,164,1.8,167,176,9:49,8:33,62,13,0.98,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:04:57.7,1,71.6,00:04:56,05:37:40,134,190
Running,2023-05-30 16:43:10,FALSE,Santa Barbara - RCV9 (Critical V,9.39,991,01:16:02,155,185,3.9,174,200,8:06,5:57,148,207,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:01.9,19,80.6,01:15:31,01:23:46,-1,184
Running,2023-05-29 18:05:25,FALSE,Santa Barbara - RRe14 (Recovery,4.15,491,00:40:02,144,161,2.6,165,180,9:40,7:44,367,322,1.01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:02.0,6,80.6,00:40:01,00:40:30,58,311
Running,2023-05-28 12:44:45,FALSE,Santa Barbara - RD2 (Depletion R,11.15,"1,138",01:40:03,144,165,2.9,171,184,8:58,7:32,233,213,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:02.8,13,82.4,01:39:54,01:42:50,-28,167
Running,2023-05-27 18:24:41,FALSE,Santa Barbara - RF29 (Foundation,6.97,784,01:00:18,152,167,3.3,168,186,8:39,6:42,358,335,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:17.9,9,82.4,01:00:12,01:04:11,-82,219
Running,2023-05-26 19:32:48,FALSE,Santa Barbara - RRe10 (Recovery,1.20,141,00:11:27,143,154,1.9,169,177,9:31,8:39,98,161,1.00,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:01:47.0,2,68.0,00:11:27,00:11:27,87,211
Running,2023-05-26 18:32:05,FALSE,Santa Barbara - RHR30 (Hill Repe,6.15,746,01:00:02,153,178,3.5,169,196,9:45,5:52,"1,017",942,0.97,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:01.8,26,77.0,00:59:55,01:00:26,84,580
Running,2023-05-25 18:58:03,FALSE,Santa Barbara - RF29 (Foundation,6.78,777,01:00:25,151,167,3.1,168,184,8:54,7:56,554,568,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:24.6,9,78.8,01:00:22,01:01:01,69,430
Running,2023-05-24 17:22:51,FALSE,Santa Barbara - RF29 (Foundation,6.54,803,01:00:03,154,173,3.3,169,190,9:11,6:08,830,778,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:03.2,8,80.6,00:59:56,01:23:30,162,645
Running,2023-05-23 18:15:44,FALSE,McHenry County - RFR45 (Fartlek R,7.15,859,01:01:01,160,185,3.9,173,215,8:32,5:06,56,52,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:00:00.9,21,86.0,01:00:54,01:02:50,919,948
Running,2023-05-21 12:32:21,FALSE,Chicago - RL33 (Long Run),10.11,"1,264",01:30:27,158,173,3.9,173,190,8:57,7:03,138,115,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:04:27.0,11,96.8,01:30:07,01:38:29,581,623
Running,2023-05-20 16:08:50,FALSE,Chicago - RF29 (Foundation,7.12,806,01:00:02,152,166,3.4,173,190,8:26,7:29,75,62,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:02.1,9,86.0,00:59:57,01:01:40,622,647
Running,2023-05-18 17:48:33,FALSE,McHenry County - RF29 (Foundation,6.76,812,01:00:03,153,168,3.4,175,184,8:53,7:59,92,75,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:03.5,9,82.4,01:00:02,01:00:07,919,949
Running,2023-05-17 19:23:43,FALSE,McHenry County - RF29 (Foundation,1.96,233,00:17:49,146,157,2.3,171,184,9:04,8:26,33,30,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:03:55.8,3,80.6,00:17:46,00:19:34,927,951
Running,2023-05-16 17:36:36,FALSE,McHenry County - RFF36 (Zone 3 Fa,7.20,793,01:00:01,151,172,3.3,175,196,8:20,6:35,59,79,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:01.0,10,84.2,00:59:57,01:00:01,917,954
Running,2023-05-15 18:05:33,FALSE,McHenry County - RRe14 (Recovery,4.13,507,00:40:01,149,174,2.8,167,188,9:41,8:02,52,30,1.00,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:00.6,6,82.4,00:39:58,00:41:02,930,951
Running,2023-05-14 11:24:23,FALSE,McHenry County - RL31 (Long Run),14.30,"1,388",02:08:36,146,162,3.0,171,184,9:00,7:46,285,233,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:02.3,16,80.6,02:08:27,02:14:20,889,970
Running,2023-05-13 15:13:40,FALSE,McHenry County - RF29 (Foundation,6.82,837,01:00:59,155,167,3.6,168,176,8:56,8:06,361,92,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:58.7,9,84.2,01:00:56,01:01:24,666,951
Running,2023-05-12 19:28:10,FALSE,McHenry County - RFR9 (Fartlek Ru,6.73,801,01:00:02,155,174,3.4,170,208,8:55,5:23,66,69,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:01.6,27,86.0,00:59:53,01:00:33,895,953
Running,2023-05-11 16:45:39,FALSE,McHenry County - RF29 (Foundation,6.56,786,01:00:03,152,165,3.2,168,178,9:09,6:43,59,43,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,82.4,No,00:00:02.7,8,87.8,00:59:56,01:02:56,923,959
Running,2023-05-10 13:11:26,FALSE,McHenry County - RF29 (Foundation,6.39,771,01:00:02,148,168,3.1,167,182,9:24,7:25,56,46,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,80.6,No,00:00:01.7,8,89.6,00:59:58,01:00:26,929,951
Running,2023-05-09 12:26:44,FALSE,McHenry County - RFF51 (Zone 4 Fa,6.49,794,01:00:03,151,191,3.4,169,199,9:15,6:05,89,72,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:00:02.9,9,86.0,01:00:01,01:00:21,927,950
Running,2023-05-08 17:39:31,FALSE,McHenry County Running,4.65,513,00:43:48,139,152,2.4,168,177,9:25,7:54,56,49,1.02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:06:10.4,5,82.4,00:43:47,00:44:01,917,955
Running,2023-05-07 18:27:28,FALSE,McHenry County Running,6.50,729,00:54:22,151,165,3.3,171,182,8:22,6:55,85,56,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:04:22.8,7,86.0,00:54:18,00:55:31,926,975
Running,2023-05-05 07:49:59,FALSE,Atlanta Running,3.42,391,00:29:28,151,173,2.9,172,219,8:37,5:06,207,197,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:03:36.1,4,80.6,00:29:24,00:29:53,891,984
Running,2023-05-04 07:54:32,FALSE,Atlanta Running,3.28,378,00:28:27,150,166,2.9,170,181,8:41,7:29,223,236,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:02:14.4,4,80.6,00:28:23,00:28:55,914,997
Running,2023-05-03 07:35:52,FALSE,Atlanta Running,3.03,354,00:24:58,156,172,3.1,170,186,8:14,6:37,236,243,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:10.1,4,82.4,00:24:55,00:24:58,976,"1,072"
Running,2023-05-01 17:38:17,FALSE,Santa Barbara Running,3.51,455,00:31:00,159,180,3.3,170,184,8:49,7:18,436,420,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:04:12.6,4,77.0,00:30:57,00:31:17,162,434
Running,2023-04-30 09:35:31,FALSE,Carpinteria Running,3.12,393,00:29:56,146,159,2.7,167,178,9:36,8:46,105,125,1.00,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:01:13.1,4,75.2,00:29:54,00:30:58,-44,79
Running,2023-04-27 18:55:30,FALSE,Santa Barbara Running,2.37,243,00:15:48,169,187,3.1,186,206,6:40,5:38,10,7,1.29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:01.6,8,69.8,00:15:47,00:15:48,17,41
Running,2023-04-26 08:31:20,FALSE,Santa Barbara Running,3.00,223,00:18:21,143,158,2.3,195,210,6:08,5:18,46,26,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:03:01.7,6,68.0,00:18:20,00:30:53,14,45
Running,2023-04-26 08:18:26,FALSE,Santa Barbara Running,1.06,109,00:09:32.7,134,162,1.4,169,203,8:59,5:46,--,--,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:28.0,2,75.2,00:09:29,00:09:42.1,17,27
Running,2023-04-25 17:53:18,FALSE,Santa Barbara Running,3.83,500,00:35:41,158,179,3.4,167,190,9:18,7:28,423,413,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:07:40.4,4,82.4,00:35:37,00:36:04,22,336
Trail Running,2023-04-24 18:01:34,FALSE,Santa Barbara Trail Running,5.23,653,00:50:05,152,176,3.1,169,186,9:34,8:00,623,617,0.99,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:59.9,6,82.4,00:50:04,00:50:05,159,505
Trail Running,2023-04-22 12:52:18,FALSE,San Jose Trail Running,10.01,"1,433",01:56:21,155,177,3.2,148,213,11:38,7:12,"1,565","1,444",0.92,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,80.6,No,00:00:02.5,11,93.2,01:56:05,02:02:33,93,"1,157"
Trail Running,2023-04-21 07:43:33,FALSE,Santa Barbara Trail Running,6.43,835,01:06:22,151,173,3.2,169,192,10:19,7:35,"1,020",994,0.92,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:03:29.8,7,80.6,01:06:15,01:06:52,157,701
Running,2023-04-19 16:45:32,FALSE,Santa Barbara Running,5.01,588,00:37:59,172,187,4.0,172,186,7:35,6:20,66,52,1.23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:02.0,6,86.0,00:37:53,00:43:50,374,427
Trail Running,2023-04-17 17:41:26,FALSE,Santa Barbara Trail Running,4.26,524,00:38:05,155,173,3.3,169,188,8:56,7:28,581,581,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:04.0,5,75.2,00:38:02,00:39:23,140,604
Running,2023-04-14 19:27:51,FALSE,Santa Barbara Running,3.50,423,00:30:29,157,181,3.2,168,186,8:43,6:57,240,249,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:04:06.0,4,80.6,00:30:28,00:30:40,-51,152
Running,2023-04-13 19:08:34,FALSE,Santa Barbara Running,5.06,628,00:45:59,157,180,3.4,168,184,9:05,7:58,469,459,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:31.4,6,78.8,00:45:57,00:46:53,39,419
Running,2023-04-11 19:08:34,FALSE,Santa Barbara Running,4.32,519,00:38:17,155,177,3.3,168,183,8:52,7:28,417,404,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:02:33.1,5,80.6,00:38:14,00:38:28,62,430
Running,2023-04-08 09:13:45,FALSE,Carpinteria Running,4.51,561,00:44:38,148,174,3.0,168,192,9:53,6:58,135,141,0.97,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:04:40.8,5,82.4,00:44:37,00:44:38,-40,88
Running,2023-04-07 17:22:00,FALSE,Santa Barbara Running,3.43,434,00:31:52,155,176,3.1,167,182,9:17,7:53,338,325,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:03:43.4,4,78.8,00:31:49,00:31:58,87,337
Trail Running,2023-04-06 17:18:00,FALSE,Santa Barbara Trail Running,6.61,890,01:05:16,160,182,3.8,169,194,9:53,8:11,"1,047","1,017",0.96,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:06:03.8,7,82.4,01:05:02,01:06:53,162,720
Trail Running,2023-04-04 17:11:56,FALSE,Santa Barbara Trail Running,6.17,771,00:57:43,157,185,3.5,167,198,9:21,6:33,866,850,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:01:28.8,7,84.2,00:57:36,00:58:26,162,642
Running,2023-04-01 10:48:56,FALSE,Santa Barbara Running,4.42,499,00:33:37,166,183,3.7,171,184,7:36,6:17,59,66,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:03:09.9,5,77.0,00:33:32,00:35:00,-97,-45
Running,2023-03-31 07:36:29,FALSE,Austin Running,2.25,274,00:20:04,155,172,2.8,168,196,8:56,5:48,39,46,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:02:14.0,3,82.4,00:20:00,00:21:27,629,666
Running,2023-03-30 13:23:43,FALSE,Austin Running,4.01,475,00:32:40,164,181,3.6,170,180,8:09,7:05,138,121,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:00:02.1,5,80.6,00:32:38,00:32:46,495,671
Running,2023-03-29 18:17:42,FALSE,Austin Running,3.36,404,00:27:49,163,178,3.4,173,182,8:16,7:39,95,98,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:03:09.0,4,82.4,00:27:47,00:27:49,459,492
Running,2023-03-29 08:37:00,FALSE,Austin Running,5.26,585,00:43:07,156,172,3.7,171,203,8:12,6:32,128,144,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:00.4,6,78.8,00:42:54,00:44:35,437,491
Running,2023-03-28 08:54:12,FALSE,Santa Barbara Running,0.50,58,00:04:19.5,153,162,1.3,170,177,8:39,8:09,7,3,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:04:19.5,1,66.2,00:04:19.5,00:04:19.5,13,20
Running,2023-03-28 08:27:59,FALSE,Santa Barbara Running,2.00,141,00:11:34,151,184,2.7,191,210,5:47,5:03,30,13,1.45,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:11.5,9,73.4,00:11:29,00:22:59,5,42
Running,2023-03-28 08:15:16,FALSE,Santa Barbara Running,1.19,126,00:09:23.4,153,175,2.2,167,213,7:53,5:05,3,3,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:01:21.6,2,80.6,00:09:15.6,00:09:51.2,-10,1
Trail Running,2023-03-27 17:36:58,FALSE,Santa Barbara Trail Running,3.39,404,00:30:50,152,171,3.2,166,188,9:06,6:59,358,341,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:03:14.7,4,84.2,00:30:47,00:31:48,161,424
Trail Running,2023-03-23 16:30:05,FALSE,Santa Barbara Trail Running,5.19,643,00:46:55,160,192,4.0,167,184,9:02,7:04,620,525,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:29.5,6,78.8,00:46:43,00:49:15,158,534
Running,2023-03-21 18:59:46,FALSE,Santa Barbara Running,3.60,442,00:32:03,160,185,3.4,170,199,8:55,6:42,449,443,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:04:48.4,4,86.0,00:32:03,00:32:05,136,430
Running,2023-03-19 18:37:28,FALSE,Santa Barbara Running,3.60,454,00:31:13,166,189,3.6,170,184,8:41,7:41,358,351,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:04:46.2,4,75.2,00:31:12,00:31:13,133,429
Running,2023-03-18 17:55:13,FALSE,Santa Barbara Running,4.56,570,00:41:07,160,182,3.8,169,186,9:01,7:34,548,538,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:04:47.6,5,82.4,00:41:05,00:41:41,158,505
Running,2023-03-15 11:42:11,FALSE,Lynnwood Running,1.14,142,00:09:32.5,168,183,2.7,170,182,8:22,7:14,141,--,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:01:02.5,2,62.6,00:09:31,00:12:30,379,535
Running,2023-03-15 11:15:17,FALSE,Lynnwood Running,3.11,307,00:21:40,160,196,3.4,185,200,6:57,6:07,79,200,1.25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:00:45.4,4,77.0,00:21:38,00:22:38,326,546
Running,2023-03-13 17:47:18,FALSE,Lynnwood Running,2.29,271,00:21:04,152,170,2.5,166,180,9:12,7:42,141,138,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:02:47.1,3,75.2,00:20:59,00:37:42,385,545
Running,2023-03-12 13:05:43,FALSE,Lynnwood Running,6.25,661,00:50:47,155,184,3.7,172,205,8:08,5:19,305,295,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:01:43.6,7,82.4,00:50:42,01:04:42,360,551
Running,2023-03-09 16:21:05,FALSE,Santa Barbara Running,7.07,824,01:00:20,162,184,4.5,171,198,8:32,6:37,594,604,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:35.5,8,78.8,01:00:15,01:01:23,-24,423
Running,2023-03-08 17:29:02,FALSE,Santa Barbara Running,4.27,529,00:39:21,159,181,3.8,170,194,9:13,7:14,472,469,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:21.9,5,78.8,00:39:19,00:39:39,94,424
Running,2023-03-06 17:30:32,FALSE,Santa Barbara Running,6.61,879,01:00:02,169,194,5.0,168,201,9:05,7:44,584,577,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:05:29.4,7,78.8,00:59:59,01:00:17,-8,434
Running,2023-03-01 18:08:56,FALSE,Santa Barbara Running,3.13,377,00:28:09,156,182,3.4,168,185,8:59,8:03,253,279,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:01:05.8,4,87.8,00:28:05,00:28:09,373,575
Trail Running,2023-02-19 14:26:43,FALSE,Marin County Trail Running,5.25,649,00:47:37,160,189,4.1,171,231,9:04,4:22,358,318,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:05.0,6,86.0,00:47:22,00:58:50,797,963
Trail Running,2023-02-18 14:44:40,FALSE,Mill Valley Trail Running,6.09,859,01:11:15,158,189,4.1,154,210,11:42,6:21,"1,060","1,467",0.90,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:45.7,7,78.8,01:08:07,01:26:15,86,850
Running,2023-02-14 08:38:37,FALSE,Santa Barbara County Running,2.57,294,00:21:42,157,179,3.1,174,200,8:27,6:53,246,243,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:04:26.4,3,75.2,00:21:40,00:21:42,168,362
Running,2023-02-11 17:51:27,FALSE,Santa Barbara Running,3.48,412,00:31:39,154,172,3.3,169,180,9:06,8:02,367,374,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:04:10.7,4,77.0,00:31:38,00:31:45,157,428
Running,2023-02-09 07:58:02,FALSE,Santa Barbara Running,4.27,528,00:39:21,157,179,3.5,169,203,9:13,7:33,436,436,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:10.3,5,82.4,00:39:18,00:39:53,154,495
Running,2023-02-07 07:54:05,FALSE,Santa Barbara Running,4.14,525,00:37:52,160,184,3.9,171,194,9:09,6:21,436,433,1.02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:12.3,5,75.2,00:37:52,00:37:52,158,480
Running,2023-02-06 07:52:41,FALSE,Santa Barbara Running,4.01,511,00:36:18,160,184,3.7,168,182,9:04,8:03,308,308,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:03.8,5,77.0,00:36:14,00:36:30,14,280
Running,2023-02-04 13:15:35,FALSE,Santa Barbara Running,6.73,844,01:00:01,161,186,4.8,168,203,8:55,6:38,561,561,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:06:22.7,7,84.2,00:59:52,01:01:24,-3,434
Running,2023-01-31 07:50:34,FALSE,Santa Barbara Running,3.98,486,00:36:01,156,177,3.4,168,203,9:03,8:07,486,515,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:08:27.3,4,78.8,00:36:00,00:36:01,120,423
Running,2023-01-29 17:20:08,FALSE,Santa Barbara Running,4.67,581,00:42:29,155,185,3.7,166,182,9:06,7:26,390,377,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:05:54.0,5,77.0,00:42:28,00:42:50,77,299
Running,2023-01-26 16:31:57,FALSE,Santa Barbara Running,4.17,499,00:38:07,152,182,3.3,166,184,9:09,7:56,459,456,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:24.0,5,80.6,00:38:03,00:38:15,111,428
Running,2023-01-23 15:08:46,FALSE,Santa Barbara Running,3.88,486,00:35:57,155,182,3.3,166,188,9:16,7:56,472,479,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:07:48.4,4,78.8,00:35:55,00:36:02,160,427
Running,2023-01-14 15:47:16,FALSE,McHenry County Running,5.08,587,00:41:04,163,193,4.0,180,211,8:05,5:47,75,49,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,46.4,No,00:00:36.3,6,82.4,00:41:03,00:41:04,934,959
Running,2023-01-10 16:29:58,FALSE,Chicago Running,8.05,"1,024",01:08:35,167,186,5.0,171,182,8:31,7:33,69,79,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:00:24.3,9,75.2,01:08:29,01:10:13,568,601
Running,2023-01-09 18:48:04,FALSE,Chicago Running,3.17,399,00:28:44,155,186,3.2,168,223,9:04,5:18,13,3,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:01:31.8,4,77.0,00:28:44,00:32:30,580,594
Running,2023-01-08 16:15:57,FALSE,Chicago Running,6.27,710,00:50:57,156,171,3.9,172,188,8:08,6:36,49,56,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,41.0,No,00:02:06.7,7,71.6,00:50:53,00:51:37,577,607
Running,2023-01-05 16:34:46,FALSE,Chicago Running,2.17,270,00:20:53,146,159,2.6,170,182,9:38,8:51,3,7,0.98,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:01:30.6,3,78.8,00:20:52,00:20:53,579,593
Running,2023-01-03 16:34:24,FALSE,Chicago Running,1.49,195,00:13:59,156,167,2.6,168,178,9:21,7:58,3,--,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:04:39.8,2,64.4,00:13:57,00:15:12,543,551
Running,2023-01-03 16:15:32,FALSE,Chicago Running,2.01,184,00:13:17,154,169,2.5,191,202,6:37,5:46,26,23,1.28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:00:01.5,3,64.4,00:13:17,00:16:05,593,609
Running,2023-01-03 16:00:14,FALSE,Chicago Running,1.51,141,00:12:32,132,149,2.0,169,184,8:19,7:33,--,--,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:04:09.5,2,82.4,00:12:29,00:13:35,583,593
