Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-04-08 17:38:10,FALSE,McHenry County Running,6.25,766,00:52:07,159,176,4.0,171,181,8:20,7:41,92,86,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:02:02.0,7,86.0,00:52:05,00:52:07,886,920
Running,2024-04-07 19:50:55,FALSE,McHenry County Running,2.05,251,00:17:03,154,169,2.9,169,200,8:18,5:59,45,46,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:24.1,3,80.6,00:17:02,00:17:03,"1,153","1,178"
Running,2024-04-05 06:02:37,FALSE,Austin Running,5.20,629,00:43:46,153,171,3.5,176,196,8:24,7:13,115,163,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:03:05.2,6,86.0,00:43:40,01:14:05,461,539
Running,2024-04-04 08:12:46,FALSE,Austin Running,4.12,481,00:34:04,150,165,3.3,174,188,8:16,7:16,64,72,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:56.5,5,86.0,00:33:35,00:36:05,479,539
Running,2024-04-03 07:33:16,FALSE,Austin Running,5.01,608,00:42:58,153,169,3.6,172,184,8:35,7:26,118,114,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:02.6,6,80.6,00:42:47,00:45:34,479,526
Running,2024-03-31 08:49:00,FALSE,Celle Running,2.01,224,00:15:05,155,173,2.9,180,198,7:31,6:28,20,19,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:02.6,3,87.8,00:15:04,00:15:05,103,114
Running,2024-03-30 08:37:24,FALSE,Hamburg Running,5.51,640,00:43:41,157,170,3.8,175,188,7:56,7:08,110,98,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:03:53.5,6,84.2,00:43:31,00:44:18,15,43
Running,2024-03-27 17:31:56,FALSE,Berlin Running,6.01,696,00:51:39,145,162,3.4,169,181,8:36,7:45,56,59,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:02.2,7,86.0,00:51:24,00:57:25,112,142
Running,2024-03-26 17:47:49,FALSE,Berlin Running,7.01,844,00:59:27,156,179,3.9,169,181,8:29,7:25,74,60,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:04.6,8,80.6,00:59:07,01:13:59,119,156
Running,2024-03-24 18:26:19,FALSE,Berlin Running,4.61,552,00:39:37,151,165,3.2,169,179,8:35,7:37,67,61,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:05:14.0,5,71.6,00:39:23,00:49:08,117,147
Running,2024-03-22 14:24:17,FALSE,Berlin Running,4.01,468,00:32:59,153,167,3.3,171,181,8:14,7:42,8,7,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:02.5,5,80.6,00:32:43,00:34:40,119,131
Running,2024-03-20 16:32:30,FALSE,Berlin Running,5.38,649,00:45:18,155,168,3.8,170,182,8:26,7:29,84,92,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:03:04.7,6,84.2,00:44:49,00:47:38,58,77
Running,2024-03-19 18:05:54,FALSE,Berlin Running,5.09,595,00:42:15,151,176,3.6,169,188,8:17,7:14,4,18,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:45.1,6,82.4,00:41:57,00:45:30,100,125
Running,2024-03-18 17:58:11,FALSE,Berlin Running,5.67,655,00:47:21,149,167,3.6,169,181,8:22,7:29,7,21,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:05:19.9,6,82.4,00:47:07,01:00:29,97,126
Running,2024-03-16 11:37:50,FALSE,Berlin Running,4.00,485,00:34:54,148,163,3.4,168,181,8:43,7:58,72,93,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:01.7,5,77.0,00:34:37,00:36:14,85,105
Running,2024-03-13 16:47:34,FALSE,McHenry County Running,5.46,664,00:49:03,150,173,3.4,170,176,8:59,8:21,46,51,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:04:09.2,6,84.2,00:48:56,00:50:59,902,929
Running,2024-03-12 17:19:30,FALSE,McHenry County Running,6.24,737,00:56:18,145,163,3.4,168,179,9:01,7:10,72,67,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:02:13.7,7,89.6,00:55:59,00:59:03,900,932
Running,2024-03-10 18:49:53,FALSE,McHenry County Running,6.21,748,00:53:49,153,166,3.7,172,189,8:40,6:28,57,49,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,46.4,No,00:02:00.0,7,86.0,00:53:32,00:54:55,896,930
Running,2024-03-09 18:18:32,FALSE,McHenry County Running,2.16,250,00:17:19,153,168,3.0,173,186,8:02,7:26,40,44,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:01:11.2,3,84.2,00:17:15,00:17:29,898,928
Running,2024-03-07 17:56:07,FALSE,McHenry County Running,5.14,615,00:46:56,144,161,3.2,169,177,9:08,8:30,60,57,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:01:13.5,6,84.2,00:46:44,00:47:13,904,929
Running,2024-03-06 17:30:36,FALSE,McHenry County Running,5.13,631,00:46:51,151,179,3.5,168,176,9:08,7:55,50,62,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:01:11.9,6,82.4,00:46:24,00:49:23,896,928
Running,2024-03-04 17:55:24,FALSE,McHenry County Running,2.01,236,00:17:44,147,172,2.5,168,176,8:51,7:51,31,34,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:03.2,3,82.4,00:17:43,00:18:14,908,929
Running,2024-03-03 15:38:43,FALSE,McHenry County Running,5.11,588,00:41:41,153,167,3.6,172,187,8:09,7:33,135,129,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:50.7,6,86.0,00:41:25,00:44:27,907,936
Running,2024-03-02 17:22:45,FALSE,McHenry County Running,4.48,505,00:32:58,161,186,4.1,180,203,7:22,6:14,59,55,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:03:34.2,5,82.4,00:32:56,00:33:49,904,934
Running,2024-02-27 10:50:17,FALSE,Geneva Running,6.00,701,00:51:41,151,178,3.7,172,189,8:36,7:45,194,193,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:02.0,7,84.2,00:51:29,00:54:02,845,953
Running,2024-02-26 11:40:41,FALSE,Geneva Running,6.00,696,00:50:04,152,182,4.0,169,188,8:20,6:47,167,106,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:01.9,7,86.0,00:49:37,00:55:48,848,992
Running,2024-02-20 17:02:00,FALSE,Berrien County Running,4.01,451,00:29:46,164,186,4.0,178,196,7:26,6:15,36,27,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:01.6,5,84.2,00:29:39,00:30:46,638,657
Running,2024-02-16 07:04:36,FALSE,Austin Running,3.67,479,00:34:35,150,165,3.4,169,194,9:26,7:56,110,116,1.01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:06:09.3,4,84.2,00:34:28,00:34:35,477,517
Running,2024-02-14 17:44:05,FALSE,Austin Running,6.19,781,00:57:32,149,169,3.8,168,182,9:18,7:27,116,121,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:01:45.3,7,82.4,00:57:30,01:10:11,407,444
Running,2024-02-13 16:48:55,FALSE,Austin Running,6.00,729,01:00:07,133,150,3.2,166,196,10:01,6:38,96,126,0.97,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:02.2,7,84.2,01:00:00,01:01:29,442,478
Running,2024-02-10 17:23:54,FALSE,McHenry County Running,4.54,538,00:37:31,154,175,3.8,174,190,8:16,6:16,59,62,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:04:23.1,5,84.2,00:37:30,00:37:31,891,930
Running,2024-02-09 16:53:17,FALSE,McHenry County Running,5.19,619,00:43:55,150,166,3.9,175,192,8:28,7:45,82,87,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:01:29.8,6,87.8,00:43:53,00:43:59,890,932
Running,2024-02-08 17:07:00,FALSE,McHenry County Running,5.17,623,00:42:37,158,173,4.2,175,186,8:14,7:45,135,140,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:21.4,6,87.8,00:42:36,00:42:53,879,931
Running,2024-02-07 17:13:36,FALSE,McHenry County Running,4.00,489,00:34:05,156,168,3.7,172,187,8:31,7:59,66,66,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:00:02.0,5,82.4,00:33:58,00:34:05,907,928
Running,2024-02-06 17:11:04,FALSE,McHenry County Running,5.02,609,00:42:02,156,170,4.0,174,184,8:23,7:59,60,65,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,48.2,No,00:00:09.3,6,86.0,00:41:58,00:42:24,902,931
Running,2024-02-05 15:08:11,FALSE,McHenry County Running,4.00,488,00:33:42,155,167,3.7,172,186,8:25,7:32,61,66,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:00:01.4,5,84.2,00:33:30,00:34:25,896,925
Running,2024-02-04 15:32:15,FALSE,McHenry County Running,3.06,395,00:28:21,158,179,3.3,172,188,9:15,8:27,56,62,1.01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:00:30.4,4,80.6,00:28:17,00:30:03,923,957
Running,2024-02-03 14:46:17,FALSE,McHenry County Running,10.15,"1,268",01:29:25,158,182,4.8,171,182,8:49,7:42,154,167,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,51.8,No,00:01:11.6,11,80.6,01:29:21,01:36:34,912,951
Running,2023-12-21 16:13:53,FALSE,McHenry County Running,7.19,837,00:59:23,156,169,3.7,172,217,8:16,7:28,52,69,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:31.1,8,82.4,00:59:18,01:00:58,906,949
Running,2023-12-20 16:38:41,FALSE,Crystal Lake Running,3.15,356,00:25:19,154,171,3.1,173,186,8:03,6:47,138,161,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:01:03.0,4,80.6,00:25:12,00:25:19,604,890
Running,2023-12-16 09:58:56,FALSE,Hamburg Running,3.12,400,00:29:08,155,179,3.3,168,182,9:20,8:03,138,141,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:01:04.4,4,82.4,00:29:04,00:34:26,-83,-10
Running,2023-12-15 09:42:40,FALSE,Berlin Running,4.36,530,00:38:53,153,169,3.0,174,188,8:54,6:50,43,82,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,48.2,No,00:03:26.1,5,73.4,00:38:45,00:44:32,-36,4
Running,2023-12-14 15:08:35,FALSE,Berlin Running,8.01,854,01:00:22,159,186,4.1,173,243,7:32,2:46,75,79,1.23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,44.6,No,00:00:02.1,9,69.8,01:00:14,01:11:09,20,82
Running,2023-12-12 13:32:12,FALSE,Berlin Running,8.01,926,01:04:16,159,190,4.1,170,190,8:02,6:38,56,125,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:00:02.2,9,80.6,01:04:03,01:19:20,171,193
Running,2023-12-11 16:00:18,FALSE,Berlin Running,5.08,623,00:41:26,162,184,4.0,171,221,8:10,5:27,7,20,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:00:39.1,6,69.8,00:40:58,00:44:34,162,177
Running,2023-12-09 11:06:13,FALSE,Kotor Running,3.37,369,00:29:10,144,175,2.6,167,198,8:39,7:02,108,144,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:02:54.4,4,75.2,00:29:04,00:33:46,12,118
Running,2023-12-05 11:12:11,FALSE,Plužine Running,5.02,551,00:39:51,150,170,3.4,171,209,7:57,5:49,167,157,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,46.4,No,00:00:06.6,6,69.8,00:39:46,00:41:17,"3,238","3,336"
Running,2023-12-03 16:00:10,FALSE,Berlin Running,6.63,683,00:50:08,151,170,3.5,173,190,7:34,4:17,125,92,1.23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,41.0,No,00:04:25.8,7,66.2,00:50:05,00:56:40,72,146
Running,2023-12-02 15:49:17,FALSE,Berlin Running,5.05,631,00:47:16,152,167,3.1,168,181,9:22,6:32,177,151,1.02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:00:19.9,6,80.6,00:47:06,01:02:30,100,172
Running,2023-12-01 15:14:51,FALSE,Berlin Running,8.00,906,01:04:09,156,185,4.1,171,202,8:01,5:30,85,108,1.17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,42.8,No,00:00:02.1,9,77.0,01:03:48,01:11:19,66,142
Running,2023-11-29 14:54:48,FALSE,Berlin Running,8.01,916,01:07:41,152,165,3.5,172,188,8:27,7:01,82,75,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,39.2,No,00:00:02.1,9,75.2,01:07:29,01:18:03,70,121
Running,2023-11-28 16:11:26,FALSE,Berlin Running,4.04,459,00:33:38,148,163,3.1,168,183,8:20,7:18,95,75,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,44.6,No,00:00:15.0,5,68.0,00:33:29,00:35:29,453,497
Running,2023-11-24 09:44:36,FALSE,Prague Running,7.15,844,01:04:02,151,178,3.2,168,217,8:57,6:43,354,627,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:01:21.4,8,80.6,01:03:46,01:36:52,812,"1,377"
Running,2023-11-21 17:20:40,FALSE,Berlin Running,1.00,124,00:08:35.3,150,159,2.1,168,179,8:33,3:16,23,56,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:00:01.4,2,55.4,00:08:33.4,00:09:20.5,66,128
Running,2023-11-21 16:41:59,FALSE,Berlin Running,3.01,253,00:19:25,142,164,2.6,199,224,6:27,5:32,33,23,1.25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,48.2,No,00:00:02.6,4,59.0,00:19:24,00:28:48,114,141
Running,2023-11-21 16:13:04,FALSE,Berlin Running,2.44,265,00:19:28,145,169,2.6,173,208,8:00,7:10,92,62,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,51.8,No,00:02:34.6,3,82.4,00:19:08,00:22:24,93,509
Running,2023-11-18 15:09:16,FALSE,Berlin Running,13.29,"1,209",01:48:30,144,164,3.0,169,204,8:10,6:16,157,144,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:02:03.6,14,80.6,01:48:12,02:21:34,283,350
Running,2023-11-16 14:43:43,FALSE,Berlin Running,7.25,774,00:57:59,148,174,3.1,170,194,8:00,6:17,131,98,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:01:46.7,8,78.8,00:57:45,01:09:34,269,344
Running,2023-11-14 16:12:58,FALSE,Berlin Running,6.22,660,00:48:52,151,175,3.1,178,228,7:52,5:14,135,131,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:01:51.8,7,78.8,00:48:40,01:20:51,307,375
Running,2023-11-13 16:45:33,FALSE,Berlin Running,4.46,468,00:37:02,141,170,2.8,172,190,8:18,6:24,121,75,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:03:20.0,5,77.0,00:36:32,00:38:22,232,287
Running,2023-11-10 09:27:36,FALSE,Copenhagen Running,4.01,367,00:34:49,131,145,1.9,165,184,8:42,6:48,75,75,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:03.1,5,77.0,00:34:37,00:42:46,157,194
Running,2023-11-08 12:31:24,FALSE,Berlin Running,8.92,867,01:14:05,143,160,2.6,171,190,8:18,6:55,197,194,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:07:11.5,9,77.0,01:13:34,01:27:10,58,159
Running,2023-11-07 14:57:02,FALSE,Berlin Running,5.07,472,00:39:52,141,171,2.6,176,208,7:52,6:00,128,115,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:00:32.8,6,82.4,00:39:47,00:58:49,89,157
Running,2023-11-06 15:52:27,FALSE,Berlin Running,10.00,"1,059",01:17:31,154,184,3.4,173,198,7:45,5:25,141,135,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:02.0,11,77.0,01:17:18,01:31:53,62,131
Running,2023-11-04 12:17:15,FALSE,Berlin Running,5.74,625,00:48:27,146,165,2.8,171,194,8:26,6:38,262,243,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:05:31.2,6,77.0,00:48:23,00:57:53,99,225
Running,2023-11-03 16:46:16,FALSE,Berlin Running,5.10,529,00:40:39,146,164,2.8,176,210,7:58,6:09,128,112,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:00:48.6,6,75.2,00:40:27,01:00:37,100,161
Running,2023-11-02 16:01:09,FALSE,Berlin Running,8.00,831,01:04:41,147,167,2.9,170,188,8:05,6:45,135,118,1.17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:01.5,9,82.4,01:04:20,01:12:28,78,152
Running,2023-11-01 15:53:25,FALSE,Berlin Running,4.15,489,00:33:56,154,177,3.1,173,200,8:10,6:27,131,121,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:01:08.2,5,77.0,00:33:55,00:44:41,94,165
Running,2023-10-31 16:03:41,FALSE,Berlin Running,7.09,727,00:58:06,144,162,2.9,170,217,8:12,7:11,112,141,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:49.6,8,73.4,00:57:57,01:13:11,68,152
Running,2023-10-30 16:09:00,FALSE,Berlin Running,8.54,809,01:11:48,141,156,2.5,169,196,8:25,6:45,98,89,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:04:23.6,9,80.6,01:11:23,01:24:32,81,166
Running,2023-10-27 16:42:55,FALSE,Berlin Running,7.01,759,00:58:06,147,166,3.0,171,192,8:17,6:52,79,92,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:02.5,8,80.6,00:58:02,01:03:56,116,161
Running,2023-10-26 17:29:14,FALSE,Berlin Running,8.06,875,01:07:12,147,164,3.0,172,203,8:20,5:53,105,108,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:00:29.5,9,84.2,01:07:02,01:07:59,"9,419","9,555"
Running,2023-10-25 15:10:56,FALSE,Berlin Running,7.23,801,00:54:47,158,186,3.8,174,200,7:35,6:22,108,102,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:34.5,8,87.8,00:54:35,01:05:08,"9,075","9,426"
Running,2023-10-23 17:57:44,FALSE,Berlin Running,7.43,774,01:02:02,145,169,2.8,172,194,8:21,7:06,98,92,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:03:12.1,8,78.8,01:02:00,01:03:06,"9,047","9,388"
Running,2023-10-21 16:29:26,FALSE,Berlin Running,10.95,"1,084",01:30:40,144,163,3.0,168,182,8:17,7:06,92,125,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:07:54.6,11,80.6,01:30:25,02:06:20,"9,343","9,490"
Running,2023-10-19 17:40:10,FALSE,Berlin Running,6.32,742,00:53:02,150,165,3.3,171,180,8:23,7:26,112,108,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:02:36.5,7,80.6,00:52:59,00:53:25,"9,117","9,499"
Running,2023-10-18 16:15:06,FALSE,Berlin Running,6.22,683,00:46:10,158,179,3.9,180,202,7:26,6:02,125,102,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:01:30.0,7,82.4,00:46:07,00:46:47,"8,907","9,159"
Running,2023-10-17 17:45:37,FALSE,Berlin Running,8.01,927,01:08:54,150,178,3.5,168,183,8:36,7:25,115,92,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,51.8,No,00:00:02.4,9,82.4,01:08:42,01:21:25,"8,873","9,049"
Running,2023-10-14 14:36:08,FALSE,Berlin Running,12.48,"1,349",01:37:34,156,175,3.7,169,190,7:49,5:44,121,125,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:03:44.6,13,75.2,01:37:10,02:02:55,"9,008","9,088"
Running,2023-10-12 18:43:42,FALSE,Berlin Running,5.02,527,00:41:48,142,162,2.8,168,184,8:20,6:05,98,112,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:09.5,6,78.8,00:41:43,00:47:51,"9,058","9,100"
Running,2023-10-10 17:21:27,FALSE,Berlin Running,5.20,556,00:40:15,150,172,3.4,171,188,7:44,6:44,121,98,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:01:24.8,6,82.4,00:40:12,00:43:53,"9,052","9,110"
Running,2023-10-09 16:14:54,FALSE,Berlin Running,9.03,890,01:06:47,151,176,3.3,172,194,7:24,6:22,141,105,1.26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:00:10.1,10,82.4,01:06:35,01:25:41,"9,041","9,108"
Running,2023-10-07 14:48:11,FALSE,Berlin Running,3.36,370,00:27:34,147,168,3.0,169,182,8:13,7:01,108,108,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:36.3,4,78.8,00:27:12,00:33:23,"9,067","9,127"
Running,2023-10-06 15:25:12,FALSE,Berlin Running,5.03,515,00:36:08,156,180,3.5,177,193,7:11,5:21,128,92,1.27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:13.1,6,78.8,00:36:02,00:38:08,"9,027","9,101"
Running,2023-10-03 17:12:08,FALSE,Berlin Running,9.40,985,01:12:58,155,178,3.7,170,186,7:46,4:57,190,305,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:59.9,10,82.4,01:12:38,01:26:07,"9,072","9,211"
Running,2023-10-02 16:11:36,FALSE,Berlin Running,6.24,697,00:47:39,159,181,3.9,170,184,7:39,6:08,118,102,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:01:31.9,7,80.6,00:47:17,00:51:01,"9,147","9,205"
Running,2023-09-28 09:31:22,FALSE,Paris Running,6.89,698,01:00:47,141,167,2.8,166,203,8:50,6:43,148,151,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:08:15.8,7,80.6,00:59:08,01:23:07,"6,230","6,330"
Running,2023-09-25 18:49:38,FALSE,Berlin Running,5.84,622,00:48:52,147,165,3.0,169,182,8:22,6:50,115,112,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:06:34.2,6,80.6,00:48:42,00:56:49,140,201
Running,2023-09-24 18:27:24,FALSE,Berlin Running,8.01,833,01:00:29,155,174,3.6,171,190,7:33,6:27,128,135,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:04.0,9,78.8,01:00:22,01:14:58,145,215
Running,2023-09-23 18:10:26,FALSE,Berlin Running,5.72,620,00:44:06,153,169,3.5,172,190,7:42,6:41,56,62,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:05:50.9,6,80.6,00:44:00,00:47:58,205,240
Running,2023-09-22 18:25:01,FALSE,Berlin Running,7.02,664,00:52:16,147,181,3.1,168,192,7:27,6:07,75,102,1.29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:07.4,8,82.4,00:52:07,01:09:42,178,260
Running,2023-09-20 17:47:32,FALSE,Berlin Running,6.22,676,00:48:13,155,173,3.6,170,194,7:45,6:20,102,75,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:01:42.3,7,82.4,00:48:10,00:53:45,201,356
Running,2023-09-17 17:46:41,FALSE,Berlin Running,6.10,707,00:55:59,146,180,3.0,167,203,9:11,7:18,194,167,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:00:55.1,7,86.0,00:55:49,01:07:54,199,291
Running,2023-09-16 15:52:44,FALSE,Berlin Running,8.16,754,01:08:36,140,165,2.5,165,186,8:24,6:24,112,102,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:01:17.1,9,91.4,01:08:15,01:30:30,95,245
Running,2023-09-13 17:57:37,FALSE,McHenry County Running,7.63,887,01:02:16,154,171,3.8,174,184,8:10,7:34,98,102,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:05:21.5,8,82.4,01:02:12,01:02:37,910,953
Running,2023-09-12 07:29:18,FALSE,Brookfield Running,5.31,605,00:40:27,160,176,3.8,178,198,7:37,6:20,167,164,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:12.9,6,78.8,00:40:24,00:40:41,"2,133","2,205"
Running,2023-09-05 17:59:54,FALSE,Santa Barbara - RSS27 (Steady St,12.47,"1,377",01:38:54,158,186,3.8,174,192,7:56,6:22,358,322,1.17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:01:18.6,14,82.4,01:38:45,01:51:00,-4,171
